type,id,position,destination,speed,availablepickedUp,delivered,strategy,totalTime
drone,16,[409.848206 266.901215 -85.463814],[60.206696 254.664993 480.521179],30.000000,0,0,N/A,N/A,5.610034
drone,17,[397.350342 266.942322 -93.982132],[-8.152268 254.664993 446.927155],30.000000,0,0,N/A,N/A,5.610034
drone,18,[641.075806 267.226501 -139.562881],[1287.642944 254.664993 263.764832],30.000000,0,0,N/A,N/A,5.610034
robot,7,[1508.092773 254.664993 512.096680],[1134.762817 254.664993 795.462219],30.000000,1,N/A,0,astar,5.620034
robot,10,[1538.899292 254.664993 -618.731628],[-621.400696 254.664993 -522.302368],30.000000,1,N/A,0,astar,5.620034
robot,13,[1287.642944 254.664993 263.764832],[664.674377 254.664993 -214.907776],30.000000,0,N/A,0,astar,5.620034
robot,15,[-8.152268 254.664993 446.927155],[-568.856812 254.664993 -123.639938],30.000000,0,N/A,0,astar,5.620034
drone,0,[419.847382 265.002045 -386.210846],[257.511902 254.664993 -712.338623],30.000000,0,0,N/A,N/A,19.919298
drone,3,[426.797943 265.396149 -67.756912],[260.048126 254.664993 307.417358],30.000000,0,0,N/A,N/A,11.694054
robot,6,[-1285.418457 254.664993 -411.041473],[-967.819458 254.664993 338.961121],30.000000,1,N/A,0,astar,6.110045
robot,8,[1202.641846 254.664993 644.137695],[204.412491 254.664993 503.066345],30.000000,1,N/A,0,astar,6.110045
robot,9,[257.511902 254.664993 -712.338623],[1304.776001 254.664993 -134.476395],30.000000,0,N/A,0,astar,6.110045
robot,11,[260.048126 254.664993 307.417358],[-1402.153931 254.664993 754.182617],30.000000,0,N/A,0,astar,6.120045
robot,12,[60.206696 254.664993 480.521179],[-1165.646362 254.664993 389.352692],30.000000,0,N/A,0,astar,6.120045
robot,14,[1284.577759 254.664993 504.404144],[1308.848022 254.664993 564.947388],30.000000,1,N/A,0,astar,6.120045
drone,16,[401.807861 266.619507 -72.449615],[60.206696 254.664993 480.521179],30.000000,0,0,N/A,N/A,6.120045
drone,17,[388.173828 266.664490 -81.742241],[-8.152268 254.664993 446.927155],30.000000,0,0,N/A,N/A,6.120045
drone,18,[654.056152 266.974365 -131.466507],[1287.642944 254.664993 263.764832],30.000000,0,0,N/A,N/A,6.120045
robot,7,[1508.092773 254.664993 512.096680],[1134.762817 254.664993 795.462219],30.000000,1,N/A,0,astar,6.130045
robot,10,[1538.899292 254.664993 -618.731628],[-621.400696 254.664993 -522.302368],30.000000,1,N/A,0,astar,6.130045
robot,13,[1287.642944 254.664993 263.764832],[664.674377 254.664993 -214.907776],30.000000,0,N/A,0,astar,6.130045
robot,15,[-8.152268 254.664993 446.927155],[-568.856812 254.664993 -123.639938],30.000000,0,N/A,0,astar,6.130045
drone,0,[413.031921 264.567810 -399.902466],[257.511902 254.664993 -712.338623],30.000000,0,0,N/A,N/A,20.429310
drone,3,[420.586365 264.996155 -53.780472],[260.048126 254.664993 307.417358],30.000000,0,0,N/A,N/A,12.204065
robot,6,[-1285.418457 254.664993 -411.041473],[-967.819458 254.664993 338.961121],30.000000,1,N/A,0,astar,6.620057
robot,8,[1202.641846 254.664993 644.137695],[204.412491 254.664993 503.066345],30.000000,1,N/A,0,astar,6.620057
robot,9,[257.511902 254.664993 -712.338623],[1304.776001 254.664993 -134.476395],30.000000,0,N/A,0,astar,6.620057
robot,11,[260.048126 254.664993 307.417358],[-1402.153931 254.664993 754.182617],30.000000,0,N/A,0,astar,6.630057
robot,12,[60.206696 254.664993 480.521179],[-1165.646362 254.664993 389.352692],30.000000,0,N/A,0,astar,6.630057
